symbol,S0,mu,v0,theta,kappa,xi,rho,garch_log_likelihood,garch_aic,garch_bic,ar1_a,ar1_b
HBL,298.04,0.0950458973132755,0.08336045900905077,0.11873237502001514,60.328807085514164,3.241896231893504,0.22021928498631446,-4910.630768192645,9831.26153638529,9860.331514760303,0.028424533918204025,0.7605999718828803
